game_id,oracle,backend,prior_risk,residual_risk,eventual_risk,intervention_cost,net_regret,dri,eventual_dri,identity_mi_bits,decision_signature_mi_bits,map_type_accuracy,decision_accuracy,expected_commitment_time,root_choice
decision-irrelevant-identity,task_information,fraction,20,8,8,5,13,3/5,3/5,0.2780719051126377,0.27807190511263774,2/5,4/5,1,act:stage_shared_item
decision-irrelevant-identity,reconnaissance,fraction,20,8,8,5,13,3/5,3/5,0.2780719051126377,0.27807190511263774,2/5,4/5,1,act:stage_shared_item
decision-irrelevant-identity,fixed_action__advance_task,fraction,20,20,20,0,20,0,0,0.0,0.0,1/4,1/2,1,act:advance_task
decision-irrelevant-identity,fixed_action__stage_shared_item,fraction,20,8,8,5,13,3/5,3/5,0.2780719051126377,0.27807190511263774,2/5,4/5,1,act:stage_shared_item
decision-irrelevant-identity,fixed_action__yield_role,fraction,20,20,20,1,21,0,0,1.0,0.0,1/2,1/2,1,act:yield_role
decision-irrelevant-identity,fixed_response,float,20.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,commit:choose_a
decision-irrelevant-identity,passive_net,float,20.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,commit:choose_a
decision-irrelevant-identity,task_active_net,float,20.0,8.0,8.0,5.0,13.0,0.6,0.6,0.2780719051126377,0.27807190511263774,0.4,0.8,1.0,act:stage_shared_item
decision-irrelevant-identity,task_information,float,20.0,8.0,8.0,5.0,13.0,0.6,0.6,0.2780719051126377,0.27807190511263774,0.4,0.8,1.0,act:stage_shared_item
decision-irrelevant-identity,reconnaissance,float,20.0,8.0,8.0,5.0,13.0,0.6,0.6,0.2780719051126377,0.27807190511263774,0.4,0.8,1.0,act:stage_shared_item
decision-irrelevant-identity,fixed_action__advance_task,float,20.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.25,0.5,1.0,act:advance_task
decision-irrelevant-identity,fixed_action__stage_shared_item,float,20.0,8.0,8.0,5.0,13.0,0.6,0.6,0.2780719051126377,0.27807190511263774,0.4,0.8,1.0,act:stage_shared_item
decision-irrelevant-identity,fixed_action__yield_role,float,20.0,20.0,20.0,1.0,21.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,act:yield_role
multitype-asymmetric-loss,fixed_response,fraction,7/5,7/5,7/5,0,7/5,0,0,0.0,0.0,1/2,,0,commit:decision_one
multitype-asymmetric-loss,passive_net,fraction,7/5,24/25,24/25,0,24/25,11/35,11/35,0.19807497918898187,0.19807497918898187,3/5,,1,act:share_resource
multitype-asymmetric-loss,task_active_net,fraction,7/5,24/25,24/25,0,24/25,11/35,11/35,0.19807497918898187,0.19807497918898187,3/5,,1,act:share_resource
